window_start,window_end,protocol,src_ip_addr,src_port,dst_ip_addr,dst_port,forward_iat_total,backward_iat_std,backward_iat_max,total_fhlen,total_bhlen,backward_iat_min,forward_iat_min,fpkts_per_second,flow_iat_min,forward_packet_length_mean,forward_iat_std,flow_iat_total,flow_syn,flow_fin,forward_iat_max,flow_iat_max,forward_packet_length_min,total_backward_packets,flow_iat_mean,flow_ece,flow_protocol,flow_iat_std,bpkts_per_second,backward_packet_length_mean,backward_iat_mean,total_length_of_forward_packets,flow_cwr,flow_packets_per_second,forward_iat_mean,flow_urg,total_length_of_backward_packets,flow_rst,total_forward_packets,forward_packet_length_max,flow_ack,forward_packet_length_std,backward_iat_total,backward_packet_length_max,flow_psh,backward_packet_length_std,backward_packet_length_min,attack_flag,attack_step,attack_name
1716967291.028912,1716967301.028912,6,10.71.65.58,4144,172.217.25.170,443,0,-3,-3,0,81,-3,299997,0.30000000000000004,299997,198.0,0.0,0,0,0,-3,-3,198,0,0.0,0,18,0.0,0.0,0,-3,198,0,0.30000000000000004,0.0,0,0,0,3,198,3,0.0,0,-3,0,-3,-3,0,-,
1716967291.028912,1716967301.028912,6,172.217.25.170,443,10.71.65.58,4144,0,-3,-3,0,81,-3,299997,0.30000000000000004,299997,198.0,0.0,0,0,0,-3,-3,198,0,0.0,0,18,0.0,0.0,0,-3,198,0,0.30000000000000004,0.0,0,0,0,3,198,3,0.0,0,-3,0,-3,-3,0,-,
1716967291.028912,1716967301.028912,17,10.71.64.113,2463,255.255.255.255,1947,83.926947,-3,-3,0,1296,-3,0.613800,4.800000000000001,0.613800,246.0,3.33,83.926947,0,0,11.087445,11.087445,246,0,5.25,0,51,3.33,0.0,0,-3,3936,0,4.800000000000001,5.25,0,0,0,48,246,0,0.0,0,-3,0,-3,-3,0,-,
1716967291.028912,1716967301.028912,17,10.71.64.113,2462,10.71.255.255,1947,41.166489,-3,-3,0,648,-3,1.227951,2.4000000000000004,1.227951,246.0,2.88,41.166489,0,0,8.907906,8.907906,246,0,5.16,0,51,2.88,0.0,0,-3,1968,0,2.4000000000000004,5.16,0,0,0,24,246,0,0.0,0,-3,0,-3,-3,0,-,
1716967291.028912,1716967301.028912,17,10.71.64.106,4988,10.71.255.255,1007,31.315299,-3,-3,0,243,-3,10.437186,0.8999999999999999,10.437186,558.0,8.52,31.315299,0,0,20.878113,20.878113,558,0,10.44,0,51,8.52,0.0,0,-3,1674,0,0.8999999999999999,10.44,0,0,0,9,558,0,0.0,0,-3,0,-3,-3,0,-,
1716967291.028912,1716967301.028912,6,10.71.65.58,7974,172.217.161.202,443,0,-3,-3,0,81,-3,299997,0.30000000000000004,299997,198.0,0.0,0,0,0,-3,-3,198,0,0.0,0,18,0.0,0.0,0,-3,198,0,0.30000000000000004,0.0,0,0,0,3,198,3,0.0,0,-3,0,-3,-3,0,-,
1716967291.028912,1716967301.028912,6,172.217.161.202,443,10.71.65.58,7974,0,-3,-3,0,81,-3,299997,0.30000000000000004,299997,198.0,0.0,0,0,0,-3,-3,198,0,0.0,0,18,0.0,0.0,0,-3,198,0,0.30000000000000004,0.0,0,0,0,3,198,3,0.0,0,-3,0,-3,-3,0,-,
1716967291.028912,1716967301.028912,17,10.71.64.113,5353,224.0.0.251,5353,0.000000,-3,-3,0,162,-3,0.000000,0.6000000000000001,0.000000,226.5,0.0,0.000000,0,0,0.000000,0.000000,225,0,0.00,0,51,0.0,0.0,0,-3,453,0,0.6000000000000001,0.00,0,0,0,6,228,0,1.5,0,-3,0,-3,-3,0,-,
1716967291.028912,1716967301.028912,6,10.71.65.58,346,142.250.206.227,443,11.383479,-3,-3,0,909,-3,0.017517,3.3000000000000003,0.017517,262.3636363636364,0.5700000000000001,11.383479,0,0,1.398912,1.398912,198,0,1.02,0,18,0.5700000000000001,0.0,0,-3,2886,0,3.3000000000000003,1.02,0,0,0,33,495,33,87.21000000000001,0,-3,12,-3,-3,0,-,
1716967291.028912,1716967301.028912,6,142.250.206.227,443,10.71.65.58,346,8.987082,-3,-3,0,729,-3,0.000000,2.7,0.000000,368.0,0.54,8.987082,0,0,1.376880,1.376880,198,0,0.99,0,18,0.54,0.0,0,-3,3312,0,2.7,0.99,0,0,0,27,846,27,184.23,0,-3,21,-3,-3,0,-,
1716967291.028912,1716967301.028912,6,10.71.65.58,8032,142.250.206.238,443,4.220583,-3,-3,0,729,-3,0.006132,2.7,0.006132,1330.3333333333335,0.27,4.220583,0,0,0.665343,0.665343,198,0,0.48,0,18,0.27,0.0,0,-3,11973,0,2.7,0.48,0,0,0,27,9681,27,2956.14,0,-3,12,-3,-3,0,-,
